order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,payment_sequential,payment_type,payment_installments,payment_value,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,seller_zip_code_prefix,seller_city,seller_state,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_category_name_english
b5d4eb6b98c48a1d20e7a7663881bdd0,f381ff44c4fc5bd43c38116f3bd715b6,canceled,2017-10-06 21:54:55,2017-10-06 22:07:19,,,2017-10-30,1d33f1c780565a9ad99bf3a56ee0e62d,35010,governador valadares,MG,2,Voucher,1,30.0,1,6bd248f93425ceeb625a8a97e2404112,dbc22125167c298ef99da25668e1011f,2017-10-12 22:07:19,59.9,14.15,37564,borda da mata,MG,papelaria,39.0,217.0,1.0,550.0,46.0,10.0,32.0,stationery
b5d4eb6b98c48a1d20e7a7663881bdd0,f381ff44c4fc5bd43c38116f3bd715b6,canceled,2017-10-06 21:54:55,2017-10-06 22:07:19,,,2017-10-30,1d33f1c780565a9ad99bf3a56ee0e62d,35010,governador valadares,MG,3,Voucher,1,30.0,1,6bd248f93425ceeb625a8a97e2404112,dbc22125167c298ef99da25668e1011f,2017-10-12 22:07:19,59.9,14.15,37564,borda da mata,MG,papelaria,39.0,217.0,1.0,550.0,46.0,10.0,32.0,stationery
b5d4eb6b98c48a1d20e7a7663881bdd0,f381ff44c4fc5bd43c38116f3bd715b6,canceled,2017-10-06 21:54:55,2017-10-06 22:07:19,,,2017-10-30,1d33f1c780565a9ad99bf3a56ee0e62d,35010,governador valadares,MG,1,Credit Card,1,14.05,1,6bd248f93425ceeb625a8a97e2404112,dbc22125167c298ef99da25668e1011f,2017-10-12 22:07:19,59.9,14.15,37564,borda da mata,MG,papelaria,39.0,217.0,1.0,550.0,46.0,10.0,32.0,stationery
e809c167a9cfd31aee1293abe8995065,9472f9fca02c86c72be6429983d0a76a,processing,2018-01-04 18:23:45,2018-01-06 02:08:26,,,2018-02-05,10a740436bf292d468f840373885e4a7,37200,lavras,MG,1,Boleto,1,145.56,1,0a57f7d2c983bcf8188589a5fea4a8da,4342d4b2ba6b161468c63a7e7cfce593,2018-01-17 02:08:26,129.9,15.66,22793,rio de janeiro,RJ,relogios_presentes,33.0,932.0,1.0,396.0,18.0,11.0,14.0,watches_gifts
7525729ed75b4d65c84bf8499bef7df2,2153cb587e3b6aad494beb2b208e10fc,canceled,2017-02-22 19:36:22,2017-02-22 19:50:20,,,2017-03-30,1a3de23cf95b33404f03b9f7cc1ac202,29103,vila velha,ES,1,Credit Card,3,168.16,1,361009da0572b0d1d961d347f10e09b1,4d6fb82c629c7a5028bfd973c07b05e0,2017-03-03 19:36:22,139.0,29.16,31525,belo horizonte,MG,moveis_sala,62.0,302.0,2.0,5000.0,45.0,66.0,14.0,furniture_living_room
c37db340dcc0235b5e71ab73787846a2,78835fb843c5c1e2cb0ec92ae4ecd8b5,processing,2017-09-01 17:22:43,2017-09-02 14:55:16,,,2017-09-22,cb7d5a12e5df8c11670a30c38c26a35c,24734,sao goncalo,RJ,1,Credit Card,10,240.75,1,0d94e21c8156ffa3dcb77cb1d456ef80,40536e7ca18e1bce252828e5876466cc,2017-09-11 14:55:16,115.99,124.76,7747,caieiras,SP,cool_stuff,50.0,323.0,2.0,50.0,61.0,61.0,61.0,cool_stuff
899b8d92e1bdaece69745ffcc3c47d08,1aa414b77e655c44696ea1d3e61d7ec7,invoiced,2018-05-12 18:49:56,2018-05-12 19:16:36,,,2018-06-01,cdbeeb59bf23bb27eba2b6a8dd4b9e09,39404,montes claros,MG,1,Credit Card,8,285.72,1,ea546947e2412f88a20ac74103592b42,c70c1b0d8ca86052f45a432a38b73958,2018-05-15 19:16:36,110.32,18.75,13186,hortolandia,SP,beleza_saude,60.0,918.0,1.0,200.0,22.0,3.0,15.0,health_beauty
899b8d92e1bdaece69745ffcc3c47d08,1aa414b77e655c44696ea1d3e61d7ec7,invoiced,2018-05-12 18:49:56,2018-05-12 19:16:36,,,2018-06-01,cdbeeb59bf23bb27eba2b6a8dd4b9e09,39404,montes claros,MG,1,Credit Card,8,285.72,2,2e2b9bfa91068239d5fb2b39764b92a5,c70c1b0d8ca86052f45a432a38b73958,2018-05-15 19:16:36,137.9,18.75,13186,hortolandia,SP,beleza_saude,69.0,918.0,1.0,50.0,22.0,3.0,15.0,health_beauty
32609bbb3dd69b3c066a6860554a77bf,e4abb5057ec8cfda9759c0dc415a8188,invoiced,2017-11-18 17:27:14,2017-11-18 17:46:05,,,2017-12-05,d3c7da954a324253814096bcaf240e4e,1519,sao paulo,SP,1,Credit Card,1,47.77,1,848ef0a103ee21407d1fbd0f7e7ae179,3d621842b2ed28e2b474132480edac3c,2017-11-27 17:46:05,39.99,7.78,8041,sao paulo,SP,automotivo,47.0,577.0,2.0,120.0,16.0,8.0,11.0,auto
9d36629c95cfcac0564afda65e270991,3bf041c93287a878b0f4577c3993855d,processing,2017-06-26 18:15:22,2017-06-26 18:31:38,,,2017-07-26,3c03bd885ca4abe1a489bda06b44bfd6,41830,salvador,BA,1,Credit Card,7,141.54,1,ac3e3a9f9e66ca62953057a6965ce444,58e4b302b54937e55a678c4d15111da4,2017-06-30 18:30:22,119.9,21.64,83402,colombo,PR,beleza_saude,57.0,624.0,1.0,50.0,16.0,4.0,11.0,health_beauty
31dd19623d916b1848334732b797d5f5,55e7cfd6e28d2fbfbf01477c1d6171e2,processing,2017-06-25 17:50:06,2017-06-26 17:55:27,,,2017-07-18,034917dc638e05834a69e3c5417fd57d,11740,itanhaem,SP,1,Credit Card,10,346.44,1,986700c98805af229ab7ad51b95fa356,a0e19590a0923cdd0614ea9427713ced,2017-06-30 17:55:27,36.9,20.84,83075,sao jose dos pinhais,PR,artes,55.0,275.0,1.0,2200.0,35.0,28.0,26.0,art
31dd19623d916b1848334732b797d5f5,55e7cfd6e28d2fbfbf01477c1d6171e2,processing,2017-06-25 17:50:06,2017-06-26 17:55:27,,,2017-07-18,034917dc638e05834a69e3c5417fd57d,11740,itanhaem,SP,1,Credit Card,10,346.44,2,986700c98805af229ab7ad51b95fa356,a0e19590a0923cdd0614ea9427713ced,2017-06-30 17:55:27,36.9,20.84,83075,sao jose dos pinhais,PR,artes,55.0,275.0,1.0,2200.0,35.0,28.0,26.0,art
31dd19623d916b1848334732b797d5f5,55e7cfd6e28d2fbfbf01477c1d6171e2,processing,2017-06-25 17:50:06,2017-06-26 17:55:27,,,2017-07-18,034917dc638e05834a69e3c5417fd57d,11740,itanhaem,SP,1,Credit Card,10,346.44,3,986700c98805af229ab7ad51b95fa356,a0e19590a0923cdd0614ea9427713ced,2017-06-30 17:55:27,36.9,20.84,83075,sao jose dos pinhais,PR,artes,55.0,275.0,1.0,2200.0,35.0,28.0,26.0,art
31dd19623d916b1848334732b797d5f5,55e7cfd6e28d2fbfbf01477c1d6171e2,processing,2017-06-25 17:50:06,2017-06-26 17:55:27,,,2017-07-18,034917dc638e05834a69e3c5417fd57d,11740,itanhaem,SP,1,Credit Card,10,346.44,4,986700c98805af229ab7ad51b95fa356,a0e19590a0923cdd0614ea9427713ced,2017-06-30 17:55:27,36.9,20.84,83075,sao jose dos pinhais,PR,artes,55.0,275.0,1.0,2200.0,35.0,28.0,26.0,art
31dd19623d916b1848334732b797d5f5,55e7cfd6e28d2fbfbf01477c1d6171e2,processing,2017-06-25 17:50:06,2017-06-26 17:55:27,,,2017-07-18,034917dc638e05834a69e3c5417fd57d,11740,itanhaem,SP,1,Credit Card,10,346.44,5,986700c98805af229ab7ad51b95fa356,a0e19590a0923cdd0614ea9427713ced,2017-06-30 17:55:27,36.9,20.84,83075,sao jose dos pinhais,PR,artes,55.0,275.0,1.0,2200.0,35.0,28.0,26.0,art
31dd19623d916b1848334732b797d5f5,55e7cfd6e28d2fbfbf01477c1d6171e2,processing,2017-06-25 17:50:06,2017-06-26 17:55:27,,,2017-07-18,034917dc638e05834a69e3c5417fd57d,11740,itanhaem,SP,1,Credit Card,10,346.44,6,986700c98805af229ab7ad51b95fa356,a0e19590a0923cdd0614ea9427713ced,2017-06-30 17:55:27,36.9,20.84,83075,sao jose dos pinhais,PR,artes,55.0,275.0,1.0,2200.0,35.0,28.0,26.0,art
8d16656866ce7d67f81d49a9707ab76e,aa1e003c69c80cdf08ae8225270769b3,invoiced,2017-12-25 18:36:16,2017-12-26 18:28:04,,,2018-01-30,a49c7d6d1beaa359c40e7fae01b10b89,13490,cordeiropolis,SP,1,Credit Card,2,108.2,1,48698ba0cfe847b41430fa00081b5619,5962468f885ea01a1b6a97a218797b0a,2018-01-03 18:28:04,39.0,15.1,82040,curitiba,PR,papelaria,45.0,456.0,1.0,200.0,27.0,7.0,22.0,stationery
8d16656866ce7d67f81d49a9707ab76e,aa1e003c69c80cdf08ae8225270769b3,invoiced,2017-12-25 18:36:16,2017-12-26 18:28:04,,,2018-01-30,a49c7d6d1beaa359c40e7fae01b10b89,13490,cordeiropolis,SP,1,Credit Card,2,108.2,2,48698ba0cfe847b41430fa00081b5619,5962468f885ea01a1b6a97a218797b0a,2018-01-03 18:28:04,39.0,15.1,82040,curitiba,PR,papelaria,45.0,456.0,1.0,200.0,27.0,7.0,22.0,stationery
d01c5b46e00bd214519fe9f64bbb2649,c14683c13fb7e9f39e4228f207eb05a8,canceled,2017-03-13 20:30:13,2017-03-13 20:30:13,,,2017-04-03,a28a87da2cbdedcaeef1958a821308ad,21941,rio de janeiro,RJ,1,Boleto,1,93.72,1,96aca2f53bcaed6f466449f7fb18ae75,ffff564a4f9085cd26170f4732393726,2017-03-17 20:30:13,79.0,14.72,13070,campinas,SP,,,,,400.0,16.0,16.0,16.0,
4fafa25ee16300a26f7ef92f3d15b58b,aa5ca8afef8fe0f0ef822a9da12d2cf1,canceled,2018-02-09 17:36:42,2018-02-10 07:08:42,,,2018-03-08,01ea7dfdac01a4e8fbe2902b73510b20,22220,rio de janeiro,RJ,1,Credit Card,5,215.06,1,cdad30e46a6fc84785a525ad6b5cf748,f543ba3c973276f519d89d59bd46cead,2018-02-19 06:08:42,129.0,86.06,15030,sao jose do rio preto,SP,moveis_cozinha_area_de_servico_jantar_e_jardim,47.0,208.0,5.0,50.0,40.0,105.0,30.0,kitchen_dining_laundry_garden_furniture
e25b0e7a7493d60787761f999380b492,3648dee9812c0ff9cc9aab93ea256ba8,processing,2017-10-30 20:40:09,2017-10-30 22:31:36,,,2017-11-13,799791ea009276e4a032b4e524886bfb,13334,indaiatuba,SP,1,Credit Card,2,128.04,1,9feeadd6b97835152e83e1b25b46f5c4,a2e85714b56b1cb6bb24a9a6e6cad36f,2017-11-06 20:50:16,114.9,13.14,14530,miguelopolis,SP,esporte_lazer,54.0,1175.0,1.0,1064.0,24.0,20.0,19.0,sports_leisure
83fc33b62b8c7c39e2258d081955143d,c6eb22e4e7b7e5b871c06250c3296ef9,processing,2018-05-15 20:00:48,2018-05-17 02:55:42,,,2018-05-30,eff7f8418f7ad67b41297547be46e0ad,5016,sao paulo,SP,1,Boleto,1,88.82,1,c0abb5707b6d57b4e7d9797222a77fc8,bc07d855eac23aab5ac8a120f21d16b2,2018-05-28 02:55:42,80.49,8.33,8710,mogi das cruzes,SP,beleza_saude,60.0,850.0,1.0,417.0,25.0,7.0,22.0,health_beauty
2db84a082bda455eb1da10727e7ca621,12f0a2db64cb3b8ffbe0a340acb99050,canceled,2018-02-02 15:29:05,2018-02-02 16:00:26,2018-02-06 14:54:44,,2018-02-20,cb3e281051f38969721e8c07190d0c40,6813,embu das artes,SP,1,Credit Card,1,19.78,1,4724ffa427f315c485e39b02e21859b2,955fee9216a65b617aa5c0531780ce60,2018-02-08 16:00:26,12.0,7.78,4782,sao paulo,SP,beleza_saude,52.0,1059.0,6.0,550.0,16.0,9.0,11.0,health_beauty
541d81a8afee2348b192cc10df37367c,c7148da8b575be2e41e23cb3e34edf5b,canceled,2018-05-07 17:46:04,2018-05-07 18:34:41,,,2018-05-29,903ef81574df4baba67b022204c2aabb,38066,uberaba,MG,1,Credit Card,10,933.12,1,ee54bc9ad38ada9c4692f91362601c9e,4a3ccda38b2129705f3fb522db62ca31,2018-05-14 18:31:35,213.9,19.38,17504,marilia,SP,construcao_ferramentas_seguranca,60.0,212.0,1.0,340.0,20.0,20.0,20.0,construction_tools_safety
541d81a8afee2348b192cc10df37367c,c7148da8b575be2e41e23cb3e34edf5b,canceled,2018-05-07 17:46:04,2018-05-07 18:34:41,,,2018-05-29,903ef81574df4baba67b022204c2aabb,38066,uberaba,MG,1,Credit Card,10,933.12,2,ee54bc9ad38ada9c4692f91362601c9e,4a3ccda38b2129705f3fb522db62ca31,2018-05-14 18:31:35,213.9,19.38,17504,marilia,SP,construcao_ferramentas_seguranca,60.0,212.0,1.0,340.0,20.0,20.0,20.0,construction_tools_safety
541d81a8afee2348b192cc10df37367c,c7148da8b575be2e41e23cb3e34edf5b,canceled,2018-05-07 17:46:04,2018-05-07 18:34:41,,,2018-05-29,903ef81574df4baba67b022204c2aabb,38066,uberaba,MG,1,Credit Card,10,933.12,3,ee54bc9ad38ada9c4692f91362601c9e,4a3ccda38b2129705f3fb522db62ca31,2018-05-14 18:31:35,213.9,19.38,17504,marilia,SP,construcao_ferramentas_seguranca,60.0,212.0,1.0,340.0,20.0,20.0,20.0,construction_tools_safety
541d81a8afee2348b192cc10df37367c,c7148da8b575be2e41e23cb3e34edf5b,canceled,2018-05-07 17:46:04,2018-05-07 18:34:41,,,2018-05-29,903ef81574df4baba67b022204c2aabb,38066,uberaba,MG,1,Credit Card,10,933.12,4,ee54bc9ad38ada9c4692f91362601c9e,4a3ccda38b2129705f3fb522db62ca31,2018-05-14 18:31:35,213.9,19.38,17504,marilia,SP,construcao_ferramentas_seguranca,60.0,212.0,1.0,340.0,20.0,20.0,20.0,construction_tools_safety
3addeedb2235eeb1e75dd513cd6eeb35,386031dc5202d867cdc6083a353493d1,canceled,2018-03-21 15:41:24,2018-03-23 02:31:02,,,2018-04-09,de781ac3b06f0d8a41213a917111e95e,2310,sao paulo,SP,1,Boleto,1,139.96,1,58bef3ad35aed45b92cf03510e6cf5ce,c3867b4666c7d76867627c2f7fb22e21,2018-03-29 02:31:02,125.0,14.96,14580,guara,SP,esporte_lazer,54.0,3830.0,1.0,1300.0,31.0,32.0,31.0,sports_leisure
afef48d3c8a0b1b7c9b7f8f922fb5674,65f09de0b77ca07963fde8601c6be1fb,invoiced,2017-11-10 16:27:32,2017-11-10 16:50:47,,,2017-12-06,a56a69b5c5e0e105c671353ee9caa01a,96600,cangucu,RS,1,Credit Card,5,153.41,1,31945c8811d04df20bf86224210b4084,48436dade18ac8b2bce089ec2a041202,2017-11-17 16:50:47,134.9,18.51,27277,volta redonda,SP,cool_stuff,48.0,919.0,5.0,900.0,40.0,17.0,18.0,cool_stuff
f03980d2c3fd228857ee4af323e301a1,f9174e0cd78caf5d444cab8479868979,processing,2017-11-27 13:26:43,2017-11-27 13:39:34,,,2017-12-15,1c7044d0fede242ad1c05d11c61266cc,85960,marechal candido rondon,PR,1,Credit Card,8,182.16,1,f081174cf4cde1e4f75cd45b4518bbe6,f4c4daa86e30c7e5a553a8d518ac03a5,2017-12-01 13:39:34,168.85,13.31,85801,cascavel,PR,relogios_presentes,54.0,373.0,2.0,191.0,17.0,15.0,14.0,watches_gifts
ebd31a90e66528c36222f1d33b588105,633564eef76e91d33b1cf574fa7ca510,invoiced,2018-03-22 01:18:32,2018-03-23 02:27:56,,,2018-04-12,76f0642f3d9b62a470a68250354e40a0,16901,andradina,SP,1,Boleto,1,348.84,1,c6d339a1fa8873b1ffe76fb1b7cc10f1,c3867b4666c7d76867627c2f7fb22e21,2018-03-30 02:27:56,154.0,20.42,14580,guara,SP,esporte_lazer,55.0,3956.0,1.0,5150.0,27.0,26.0,25.0,sports_leisure
ebd31a90e66528c36222f1d33b588105,633564eef76e91d33b1cf574fa7ca510,invoiced,2018-03-22 01:18:32,2018-03-23 02:27:56,,,2018-04-12,76f0642f3d9b62a470a68250354e40a0,16901,andradina,SP,1,Boleto,1,348.84,2,c6d339a1fa8873b1ffe76fb1b7cc10f1,c3867b4666c7d76867627c2f7fb22e21,2018-03-30 02:27:56,154.0,20.42,14580,guara,SP,esporte_lazer,55.0,3956.0,1.0,5150.0,27.0,26.0,25.0,sports_leisure
37ce40447807e0d3e58cc474ce549881,72d1b8564e088b8bb0a080d3ff03de1a,canceled,2018-01-27 11:20:50,2018-01-27 11:34:30,,,2018-02-26,c1242a4d8e2d5dde133a8c46d5b22975,46880,itaberaba,BA,1,Credit Card,6,117.04,1,c5c619629da44fcdd8303458a5557fde,2a84855fd20af891be03bc5924d2b453,2018-02-01 11:32:10,99.9,17.14,30111,belo horizonte,MG,papelaria,57.0,733.0,3.0,275.0,17.0,19.0,23.0,stationery
cd94dbdc801da0cd93b0c8f33663973d,17ba50f54399b61694fbb138a3831d56,canceled,2018-02-21 20:54:45,2018-02-21 21:29:00,2018-02-24 00:21:47,,2018-03-15,b36c862b336a3ab664d455968efb538a,13056,campinas,SP,1,Credit Card,1,81.51,1,0d85c435fd60b277ffb9e9b0f88f927a,f457c46070d02cadd8a68551231220dd,2018-02-27 21:29:00,68.9,12.61,87047,maringa,PR,informatica_acessorios,60.0,919.0,1.0,150.0,16.0,13.0,14.0,computers_accessories
b8752fc264f1692031237bb715061cc4,217368c0bfd8d50699dfb3f303d4c387,canceled,2018-02-22 16:58:06,2018-02-22 17:15:47,2018-02-23 20:49:02,,2018-03-09,505fe88e18db61affa7c0f8adbeda4c2,25561,sao joao de meriti,RJ,1,Credit Card,2,68.17,1,b8a0d73b2a06e7910d9864dccdb0cda2,620c87c171fb2a6dd6e8bb4dec959fc6,2018-02-28 17:15:47,59.9,8.27,25645,petropolis,RJ,beleza_saude,43.0,295.0,1.0,371.0,20.0,16.0,16.0,health_beauty
d4bf4c2cae2256d8e92b6ec8f1fd248b,857543e7eeb34537a105aa66e3321440,processing,2017-02-22 21:14:33,2017-02-22 21:25:14,,,2017-03-21,3694dc4cebb05f11c265316d5a93305c,9894,sao bernardo do campo,SP,1,Credit Card,8,81.72,1,e32ec50062d77cbd89601812fe6acc35,9e17b9d64683aebcbb9ee362d06463b4,2017-02-26 21:14:33,29.9,10.96,14020,ribeirao preto,SP,esporte_lazer,24.0,1504.0,1.0,300.0,23.0,8.0,15.0,sports_leisure
d4bf4c2cae2256d8e92b6ec8f1fd248b,857543e7eeb34537a105aa66e3321440,processing,2017-02-22 21:14:33,2017-02-22 21:25:14,,,2017-03-21,3694dc4cebb05f11c265316d5a93305c,9894,sao bernardo do campo,SP,1,Credit Card,8,81.72,2,e32ec50062d77cbd89601812fe6acc35,9e17b9d64683aebcbb9ee362d06463b4,2017-02-26 21:14:33,29.9,10.96,14020,ribeirao preto,SP,esporte_lazer,24.0,1504.0,1.0,300.0,23.0,8.0,15.0,sports_leisure
283a28089024b597c5b18cfa50e0a701,33af5d8a3edfb11b8beba1f4e694aef4,processing,2017-03-07 20:57:33,2017-03-07 21:10:13,,,2017-04-06,13357d1b580a008c7e0ca385a09af9fa,92200,canoas,RS,1,Credit Card,4,208.17,1,b4b50667a9874708d4e3ac962ebb21fa,1967a9e2ad6f51802b093147d861df58,2017-03-20 21:10:13,190.0,18.17,1209,sao paulo,SP,construcao_ferramentas_seguranca,35.0,969.0,2.0,933.0,20.0,18.0,20.0,construction_tools_safety
0166cc8756d58b4a30fb49de83527120,19e9dac43eee8df98092482fdce676da,canceled,2018-02-08 21:09:18,2018-02-08 21:27:56,2018-02-09 23:12:30,,2018-02-22,2fbe21ee78c83f908ed47ba9f4a74121,13203,jundiai,SP,1,Credit Card,3,37.77,1,b59b5899ecf4bcc294a72fdd48adaa94,562fc2f2c2863ab7e79a9e4388a58a14,2018-02-14 21:27:56,29.99,7.78,13070,campinas,SP,telefonia,55.0,419.0,3.0,225.0,17.0,6.0,13.0,telephony
d8f135a040950408cd059c27a623bd97,1304ac93f1f11eea17208a52de500b24,canceled,2018-03-03 11:09:57,2018-03-03 11:20:35,,,2018-03-21,9de471f333d264cb6e1971a6dbdfb073,16901,andradina,SP,1,Credit Card,3,177.39,1,ae8791241ec7e06bf34c6f00cf9e0501,b2ba3715d723d245138f291a6fe42594,2018-03-08 11:20:35,163.9,13.49,3470,sao paulo,SP,bebes,32.0,779.0,2.0,470.0,20.0,25.0,25.0,baby
8c3a5781b4f217b12c76e4216007e2db,ee446be704f02e18b31a0007ee5c1670,canceled,2018-03-20 15:23:29,2018-03-20 15:35:40,,,2018-04-09,8baf40106768ade624db23a1fd11808e,8161,sao paulo,SP,1,Credit Card,4,211.26,1,f5f0e64686adaf487590fbb8a75a1d2c,c3867b4666c7d76867627c2f7fb22e21,2018-03-27 15:31:28,193.0,18.26,14580,guara,SP,esporte_lazer,51.0,929.0,1.0,2200.0,22.0,22.0,22.0,sports_leisure
f7c983ea77108633138dd0ff5e2fbd3a,2625038eb968f0a5103f65539b3744f4,invoiced,2017-10-03 17:29:50,2017-10-04 02:43:39,,,2017-11-01,06830309e5aa3fe04ec416e56e53a4e3,50710,recife,PE,1,Boleto,1,255.96,1,218f5d32f520df3b8517cdd86da09466,44f091b5abab8018f682fce8124b85e5,2017-10-10 02:43:39,229.9,26.06,2281,sao paulo,SP,esporte_lazer,28.0,144.0,1.0,2456.0,53.0,14.0,16.0,sports_leisure
556689f3e30f4662d3ec219bdc556b93,2199cd4bd4244284d9ba6004835d0d82,invoiced,2017-01-30 14:01:38,2017-01-30 14:32:52,,,2017-03-20,60c958213c3cd48cb3139fa692a060e7,35519,nova serrana,MG,1,Credit Card,7,335.0,1,915ff35b0555b98fe64bc60674da4c43,8a87611c08849ffeeccab52aa798b6c7,2017-02-03 14:01:38,310.0,25.0,82940,curitiba,PR,construcao_ferramentas_construcao,30.0,673.0,4.0,13350.0,30.0,29.0,34.0,construction_tools_construction
065c05543ebdfd79fb629b2b4a6ab904,51d502a84c571171762fbda013cb4e09,invoiced,2018-03-20 18:02:29,2018-03-20 18:15:27,,,2018-04-02,49db5ff32556ff3ac0123ba825bdff2f,1501,sao paulo,SP,1,Credit Card,1,1.02,1,2eb384017334e47db9ccf364216799df,98dac6635aee4995d501a3972e047414,2018-03-26 18:15:27,88.5,12.52,2030,sao paulo,SP,utilidades_domesticas,59.0,887.0,1.0,5500.0,32.0,32.0,32.0,housewares
065c05543ebdfd79fb629b2b4a6ab904,51d502a84c571171762fbda013cb4e09,invoiced,2018-03-20 18:02:29,2018-03-20 18:15:27,,,2018-04-02,49db5ff32556ff3ac0123ba825bdff2f,1501,sao paulo,SP,2,Voucher,1,100.0,1,2eb384017334e47db9ccf364216799df,98dac6635aee4995d501a3972e047414,2018-03-26 18:15:27,88.5,12.52,2030,sao paulo,SP,utilidades_domesticas,59.0,887.0,1.0,5500.0,32.0,32.0,32.0,housewares
53a71627049b3cd04fe655e979d8b4a6,74b82d49b3b81780a41bcfe099abeb86,processing,2018-04-20 11:20:41,2018-04-20 11:35:16,,,2018-05-17,0609a9ba59ed54c5217df763d23fc015,71065,brasilia,DF,1,Credit Card,2,84.49,1,82cbf8090880e6be359de9d332558817,8cb7c5ddf41f4d506eba76e9a4702a25,2018-04-26 11:35:16,69.0,15.49,75110,anapolis,GO,esporte_lazer,50.0,923.0,1.0,500.0,16.0,15.0,12.0,sports_leisure
79ec7fcffa4121dbb55b945aee306e12,002348c1099e3229276c8ad7d4ddc702,processing,2018-01-10 12:28:22,2018-01-11 03:09:22,,,2018-02-02,934c19eeef04da89928f995df85cf3f8,13295,itupeva,SP,1,Boleto,1,249.56,1,15f4274d2a06f9da4e476ad9bb5c80b9,b2ba3715d723d245138f291a6fe42594,2018-01-17 03:09:22,234.9,14.66,3470,sao paulo,SP,papelaria,53.0,139.0,1.0,1000.0,20.0,45.0,35.0,stationery
8300640f8328abe9ac6691e4caf3c2bf,1e0918f0d58bd46e2465857831ec892c,invoiced,2017-02-09 15:27:30,2017-02-09 15:35:18,,,2017-03-14,f0659077678fd05b5346a8afbf216c16,72280,brasilia,DF,1,Credit Card,4,66.68,1,ea99388f66ccc3a78b6c2d7725184b12,6d66611d7c44cc30ce351abc49a68421,2017-02-13 15:27:30,49.9,16.78,4378,sao paulo,SP,esporte_lazer,57.0,373.0,3.0,1400.0,65.0,10.0,16.0,sports_leisure
e23eaa3bc8275c392145e736dbdea275,50bb775cd30a21ae108d4866abb6d9df,canceled,2017-06-18 17:22:09,2017-06-18 17:35:24,,,2017-06-30,055ec572ac7f3c7bdd04a183830ebe59,8240,sao paulo,SP,1,Credit Card,10,2026.54,1,fd0065af7f09af4b82a0ca8f3eed1852,b1b3948701c5c72445495bd161b83a4c,2017-06-22 17:35:24,1999.99,26.55,3390,sao paulo,SP,automotivo,56.0,3896.0,7.0,3000.0,35.0,20.0,30.0,auto
27613f16c823ee73e2da1a6116467293,35de8ab44ecc9a65225a5ef51294d204,processing,2018-01-04 20:10:42,2018-01-04 20:31:53,,,2018-01-30,3011394a1b8d1b04e425dd5dc77cbaaf,9616,sao bernardo do campo,SP,1,Credit Card,1,123.69,1,5c7236967f55c233f51e36e5126eaf7c,28fb0829fd777877cdc350d25cb5bd5b,2018-01-11 20:31:53,109.9,13.79,15051,sao jose do rio pret,SP,beleza_saude,48.0,2625.0,1.0,1800.0,20.0,45.0,11.0,health_beauty
7a93c1b0839987c2e80e344e52173ff4,4e1b541a6afd832a40659edf6270e2c2,invoiced,2017-10-03 13:33:18,2017-10-04 02:56:23,,,2017-10-26,21ad6653b2a984dede4327888cb81789,14960,novo horizonte,SP,1,Boleto,1,224.48,1,c9996076c21558c4878c8d2fed12c45a,6288c69c4ce638e59925e59193f98b16,2017-10-11 02:56:23,209.99,14.49,9010,santo andre,SP,brinquedos,53.0,465.0,6.0,1867.0,25.0,18.0,25.0,toys
fa6d0c0ef7a7849ab7847303d458df3c,1ec1771954d299bf9a497cec57932c3d,canceled,2018-02-05 14:32:21,2018-02-05 14:48:31,,,2018-03-14,868156efbc523d93f64d0aa6344b56aa,29101,vila velha,ES,1,Credit Card,1,40.71,1,4ef0124968bdc099c9a992a37bcb4155,4c8b8048e33af2bf94f2eb547746a916,2018-02-19 13:48:31,24.6,16.11,14940,ibitinga,SP,bebes,34.0,514.0,1.0,700.0,36.0,7.0,32.0,baby
5f39fdc052a768523f7c3bed2cfd3fc3,cf650de26211073211c10d5b7236ad49,processing,2017-12-23 18:25:24,2017-12-23 18:34:19,,,2018-02-01,740867e3baec7f0b535bbf7ddecc20da,31565,belo horizonte,MG,1,Credit Card,10,458.46,1,8bc30c38b76dfd760a9e57ef36b6e0f2,a247197e2e9c19a6a53a6888cb8b660f,2018-01-10 18:34:19,399.0,59.46,15056,sao jose do rio preto,SP,brinquedos,37.0,1353.0,3.0,958.0,65.0,15.0,50.0,toys
b29b045636b2047829feea3fa73a0f10,a3b14fdd39729ad50cb9f94515df48b3,invoiced,2017-05-23 20:55:59,2017-05-23 21:10:11,,,2017-06-27,e806fe29b3064dd9778ec2eee1625470,16680,avai,SP,1,Credit Card,6,227.96,1,5b7266a9c1cfa2df264b8d703258fc38,cb5df0dcb9e280b1780e9d589889f2c7,2017-06-12 21:10:11,179.99,47.97,15115,bady bassitt,SP,moveis_sala,31.0,57.0,1.0,8425.0,70.0,20.0,68.0,furniture_living_room
